Wyniki dla SIZE_OF_MAP = 130 NUMBER_OF_NODES = 5633 NUMBER_OF_CONNECTIONS = 5633
Czas dijkstra 	 czas A* 	 odleglosc dijkstra 	 odleglosc A*
0.020000000000000000416	0.14199999999999998734	608.28792241456949341	608.28792241456949341
0.13300000000000000711	0.14199999999999998734	950.06165803872931974	1464.848870891220713
0.012999999999999999403	0.14099999999999998646	651.60556685383619424	651.60556685383619424
0.14299999999999998823	0.14199999999999998734	1017.1420343563926281	2156.7643786943754094
0	0	18243.354954612925212	18243.354954612925212
0.10000000000000000555	0.14099999999999998646	705.91225698004143396	1005.8986788117814513
0.080000000000000001665	0.15299999999999999711	639.69602065583910644	2091.7277622062642877
0.11300000000000000322	0.14699999999999999178	739.87891215001002365	3477.3584134304396684
0.025000000000000001388	0.13700000000000001066	605.45028955667601167	2369.9506246077712603
0.14000000000000001332	0.14199999999999998734	1245.1323455534370623	1741.6703404128270449
0.010000000000000000208	0.14399999999999998912	502.79695081653244415	3789.9218435217358092
0.11899999999999999467	0.14199999999999998734	871.86614127763448323	2036.2752804426031616
0.13700000000000001066	0.14099999999999998646	18243.354954612925212	18243.354954612925212
0.13800000000000001155	0.14399999999999998912	18243.354954612925212	18243.354954612925212
0.14099999999999998646	0.13800000000000001155	18243.354954612925212	18243.354954612925212
0.1459999999999999909	0.14099999999999998646	967.83577702649108687	2252.68359850331899
0	0	18243.354954612925212	18243.354954612925212
0.11600000000000000588	0.14999999999999999445	685.2683335454768212	2364.449289881313689
0.125	0.14499999999999999001	808.00777342872038389	2113.2890110224730051
0.14399999999999998912	0.14099999999999998646	1221.8385024623275967	1276.6942255986296004
0.042999999999999996558	0.14699999999999999178	661.48804395662011757	2009.0420838309773899
0.0050000000000000001041	0.14099999999999998646	568.94269089696581432	2087.7353071360234935
0.13900000000000001243	0.14299999999999998823	1206.3863177424700552	3500.6904873046200919
0.14000000000000001332	0.15199999999999999623	818.72216979880818144	1554.5904570283021258
0.10000000000000000555	0.16200000000000000511	807.91129615190266122	2214.3510039757502454
0.13000000000000000444	0.153999999999999998	931.95107289908276016	2284.9835066686964637
0.11600000000000000588	0.14299999999999998823	629.32047040475481481	1072.5548931220341728
0.10499999999999999611	0.14099999999999998646	711.7623496241041039	2631.0565595877937994
0.13800000000000001155	0.14000000000000001332	18243.354954612925212	18243.354954612925212
0.096000000000000001998	0.14399999999999998912	655.02910824740308726	791.72492701888529609
0.14299999999999998823	0.14399999999999998912	18243.354954612925212	18243.354954612925212
0.14199999999999998734	0.14799999999999999267	1088.9055528062060603	2478.7817518843412472
0.14999999999999999445	0.14799999999999999267	1036.3437055039983079	4056.1876612591804587
0.11799999999999999378	0.14499999999999999001	841.85004669818624734	1216.3931355866407102
0	0	18243.354954612925212	18243.354954612925212
0.153999999999999998	0.14699999999999999178	864.30642828292980084	1068.2457936720702492
0.13800000000000001155	0.1459999999999999909	940.39431642908198228	1177.4233535145631322
0.021999999999999998723	0.14399999999999998912	534.22355676543793379	840.36442305688115084
0.13600000000000000977	0.13900000000000001243	890.44128129253397219	2183.7949431579731936
0.14499999999999999001	0.14799999999999999267	785.31527201889832668	1116.1583131714432966
0	0	18243.354954612925212	18243.354954612925212
0.14499999999999999001	0.15700000000000000067	955.22728381007323151	2416.076604943725215
0.14099999999999998646	0.15499999999999999889	818.22453769378762445	1948.7362094375712331
0	0	18243.354954612925212	18243.354954612925212
0.14099999999999998646	0.163000000000000006	924.41240396115040312	2108.9686207247250422
0	0	18243.354954612925212	18243.354954612925212
0	0	18243.354954612925212	18243.354954612925212
0	0	18243.354954612925212	18243.354954612925212
0.12199999999999999734	0.15800000000000000155	835.24406336739411927	2633.7084627370782073
0.153999999999999998	0.153999999999999998	938.71625838452803237	2393.4950778410143357
